,ALBFR FP Equity_DX_SI_QTY,ALBFR FP Equity_DX_SHORT_INTEREST_VALUE,ALBFR FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALBFR FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALBFR FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALBFR FP Equity_DX_SI_MV,ALBFR FP Equity_DX_DSS,ALBFR FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALBFR FP Equity_DX_SUPPLY_SI_QTY,ALBFR FP Equity_DX_BROKER_SI_QTY,ALBFR FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALBFR FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALBFR FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALBFR FP Equity_DX_BROKER_SI_MV_INC_x,ALBFR FP Equity_DX_SUPPLY_SI_MV_NEW,ALBFR FP Equity_DX_BROKER_SI_QTY_ADD,ALBFR FP Equity_DX_SUPPLY_SI_MV_DEC,ALBFR FP Equity_DX_BROKER_SI_QTY_INC,ALBFR FP Equity_DX_SUPPLY_SI_QTY_DEC,ALBFR FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALBFR FP Equity_DX_BROKER_SI_MV_INC_y,ALBFR FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALBFR FP Equity_DX_BROKER_SI_MV_ADD,ALBFR FP Equity_DX_SUPPLY_SI_QTY_ADD,ALBFR FP Equity_DX_BROKER_SI_QTY_DEC,ALBFR FP Equity_DX_SUPPLY_SI_MV,ALBFR FP Equity_DX_BROKER_SI_MV_DEC,ALBFR FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALBFR FP Equity_DX_UTILIZATION_QUANTITY,ALBFR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALBFR FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALBFR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALBFR FP Equity_DX_ACTIVE_UTILIZATION_MV,ALBFR FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALBFR FP Equity_DX_BROKER_SI_CON_RATIO,ALBFR FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALBFR FP Equity_DX_DEMAND_SUPPLY_RATIO
2023-05-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,57263.0,7644610.5,7.66,0.0,,0.0,,0.0
2023-05-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,57250.0,7700125.0,7.71,0.0,,0.0,,0.0
2023-05-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,57220.0,7495820.0,7.52,0.0,,0.0,,0.0
2023-05-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,57142.0,7485602.0,7.5,0.0,,0.0,,0.0
2023-05-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,57123.0,7483113.0,7.5,0.0,,0.0,,0.0
2023-05-18,106.0,13886.0,0.01,0.31,0.01,0.01,0.0,6943.0,53.0,53.0,6943.0,,,,,53.0,,,,,,,0.01,53.0,,0.01,,100.0,0.09,0.0,0.0,0.0,100.0,,1.0,100.0,0.0019
2023-05-19,106.0,13833.0,0.01,0.33,0.01,0.01,0.0,6916.5,53.0,53.0,6916.5,,,,,,,,,,,,,,,0.01,,100.0,0.09,0.0,0.0,0.0,100.0,,1.0,100.0,0.0019
2023-05-22,106.0,13780.0,0.01,0.33,0.01,0.01,0.0,6890.0,53.0,53.0,6890.0,,,,,,,,,,,,,,,0.01,,100.0,0.09,0.0,0.0,0.0,100.0,,1.0,100.0,0.0019
2023-05-23,106.0,13674.0,0.01,0.31,0.01,0.01,0.0,6837.0,53.0,53.0,6837.0,,,,,,,,,,,,,,,0.01,,100.0,0.09,0.0,0.0,0.0,100.0,,1.0,100.0,0.0019
2023-05-24,106.0,13674.0,0.01,0.29,0.01,0.01,0.0,6837.0,53.0,53.0,6837.0,,,,,,,,,,,,,,,0.01,,100.0,0.09,0.0,0.0,0.0,100.0,,1.0,100.0,0.0019
2023-05-25,106.0,13780.0,0.01,0.3,0.01,0.01,0.0,6890.0,53.0,53.0,6890.0,,,,,,,,,,,,,,,0.01,,100.0,0.09,0.0,0.0,0.0,100.0,,1.0,100.0,0.0019
2023-05-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.01,,53.0,,,,,,53.0,0.0,0.01,0.0,0.0,56437.0,7449684.0,7.46,0.0,,0.0,,0.0
2023-05-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,56437.0,7562558.0,7.57,0.0,,0.0,,0.0
2023-05-30,8.0,1156.0,0.0,0.02,0.0,0.0,0.0,578.0,4.0,4.0,578.0,,,,,4.0,,,,,,,0.0,4.0,,0.0,,100.0,0.01,0.0,0.0,0.0,100.0,,1.0,100.0,0.0001
2023-05-31,2808.0,402948.0,0.35,8.06,0.19,0.41,0.0,201474.0,1404.0,1404.0,201474.0,,1400.0,0.2,,,,1400.0,,,0.2,1400.0,,,,0.2,,100.0,2.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.0486
2023-06-01,2808.0,401544.0,0.35,7.82,0.19,0.4,0.0,200772.0,1404.0,1404.0,200772.0,,,,,,,,,,,,,,,0.2,,100.0,2.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.0486
2023-06-02,2808.0,404352.0,0.35,7.9,0.19,0.4,0.0,202176.0,1404.0,1404.0,202176.0,,,,,,,,,,,,,,,0.2,,100.0,2.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.0486
2023-06-05,2808.0,400140.0,0.35,7.73,0.19,0.4,0.0,200070.0,1404.0,1404.0,200070.0,,,,,,,,,,,,,,,0.2,,100.0,2.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.0486
2023-06-06,2808.0,400140.0,0.35,7.72,0.19,0.4,0.0,200070.0,1404.0,1404.0,200070.0,,,,,,,,,,,,,,,0.2,,100.0,2.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.0486
2023-06-07,2800.0,392000.0,0.34,7.7,0.19,0.4,0.0,196000.0,1400.0,1400.0,196000.0,,,,,,0.0,,4.0,,,,,,4.0,0.2,0.0,100.0,2.45,0.0,0.0,0.0,100.0,,1.0,100.0,0.0489
2023-06-08,158.0,22199.0,0.02,0.43,0.01,0.02,0.0,11099.5,79.0,79.0,11099.5,,,,,,0.19,,1321.0,,,,,,1321.0,0.01,0.19,100.0,0.14,0.0,0.0,0.0,100.0,,1.0,100.0,0.0028
2023-06-09,158.0,22357.0,0.02,0.41,0.01,0.02,0.0,11178.5,79.0,79.0,11178.5,,,,,,,,,,,,,,,0.01,,100.0,0.14,0.0,0.0,0.0,100.0,,1.0,100.0,0.0028
2023-06-12,168.0,23940.0,0.02,0.44,0.01,0.02,0.0,11970.0,84.0,84.0,11970.0,,5.0,0.0,,,,5.0,,,0.0,5.0,,,,0.01,,100.0,0.15,0.0,0.0,0.0,100.0,,1.0,100.0,0.003
2023-06-13,168.0,24024.0,0.02,0.44,0.01,0.02,0.0,12012.0,84.0,84.0,12012.0,,,,,,,,,,,,,,,0.01,,100.0,0.15,0.0,0.0,0.0,100.0,,1.0,100.0,0.003
2023-06-14,168.0,24108.0,0.02,0.45,0.01,0.02,0.0,12054.0,84.0,84.0,12054.0,,,,,,,,,,,,,,,0.01,,100.0,0.15,0.0,0.0,0.0,100.0,,1.0,100.0,0.003
2023-06-15,168.0,23772.0,0.02,0.44,0.01,0.02,0.0,11886.0,84.0,84.0,11886.0,,,,,,,,,,,,,,,0.01,,100.0,0.15,0.0,0.0,0.0,100.0,,1.0,100.0,0.003
2023-06-16,168.0,23688.0,0.02,0.4,0.01,0.02,0.0,11844.0,84.0,84.0,11844.0,,,,,,,,,,,,,,,0.01,,100.0,0.15,0.0,0.0,0.0,100.0,,1.0,100.0,0.003
2023-06-19,168.0,23772.0,0.02,0.4,0.01,0.02,0.0,11886.0,84.0,84.0,11886.0,,,,,,,,,,,,,,,0.01,,100.0,0.15,0.0,0.0,0.0,100.0,,1.0,100.0,0.003
2023-06-20,158.0,22357.0,0.02,0.38,0.01,0.02,0.0,11178.5,79.0,79.0,11178.5,,,,,,0.0,,5.0,,,,,,5.0,0.01,0.0,100.0,0.14,0.0,0.0,0.0,100.0,,1.0,100.0,0.0028
2023-06-21,158.0,22594.0,0.02,0.36,0.01,0.02,0.0,11297.0,79.0,79.0,11297.0,,,,,,,,,,,,,,,0.01,,100.0,0.14,0.0,0.0,0.0,100.0,,1.0,100.0,0.0028
2023-06-22,158.0,22357.0,0.02,0.33,0.01,0.02,0.0,11178.5,79.0,79.0,11178.5,,,,,,,,,,,,,,,0.01,,100.0,0.14,0.0,0.0,0.0,100.0,,1.0,100.0,0.0028
2023-06-23,96.0,13392.0,0.01,0.21,0.01,0.01,0.0,13392.0,96.0,96.0,13392.0,,6.0,0.0,,,,17.0,,,0.0,6.0,,11.0,,0.01,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2023-06-26,96.0,13392.0,0.01,0.2,0.01,0.01,0.0,13392.0,96.0,96.0,13392.0,,,,,,,,,,,,,,,0.01,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2023-06-27,96.0,13440.0,0.01,0.21,0.01,0.01,0.0,13440.0,96.0,96.0,13440.0,,,,,,,,,,,,,,,0.01,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2023-06-28,181.0,25340.0,0.02,0.35,0.01,0.03,0.0,13440.0,96.0,96.0,13440.0,,,,,,,,,,,,,,,0.01,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0032
2023-06-29,181.0,25249.5,0.02,0.37,0.01,0.03,0.0,13392.0,96.0,96.0,13392.0,,,,,,,,,,,,,,,0.01,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0032
2023-06-30,96.0,13440.0,0.01,0.19,0.01,0.01,0.0,13440.0,96.0,96.0,13440.0,,,,,,,,,,,,,,,0.01,,100.0,0.17,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2023-07-03,90.0,12690.0,0.01,0.19,0.01,0.01,0.0,12690.0,90.0,90.0,12690.0,,,,,,0.0,,6.0,,,,,,6.0,0.01,0.0,100.0,0.16,0.0,0.0,0.0,100.0,,1.0,100.0,0.0016
2023-07-04,169.0,23575.5,0.02,0.37,0.01,0.02,0.0,12555.0,90.0,90.0,12555.0,,,,,,,,,,,,,,,0.01,,100.0,0.2,0.0,0.0,0.0,100.0,,1.0,100.0,0.0038
2023-07-05,158.0,22199.0,0.02,0.38,0.01,0.02,0.0,11099.5,79.0,79.0,11099.5,,,,,,0.0,,11.0,,,,,,11.0,0.01,0.0,100.0,0.18,0.0,0.0,0.0,100.0,,1.0,100.0,0.0036
2023-07-06,158.0,21962.0,0.02,0.38,0.01,0.02,0.0,10981.0,79.0,79.0,10981.0,,,,,,,,,,,,,,,0.01,,100.0,0.18,0.0,0.0,0.0,100.0,,1.0,100.0,0.0036
2023-07-07,158.0,21883.0,0.02,0.36,0.01,0.02,0.0,10941.5,79.0,79.0,10941.5,,,,,,,,,,,,,,,0.01,,100.0,0.18,0.0,0.0,0.0,100.0,,1.0,100.0,0.0036
2023-07-10,158.0,21883.0,0.02,0.37,0.01,0.02,0.0,10941.5,79.0,79.0,10941.5,,,,,,,,,,,,,,,0.01,,100.0,0.18,0.0,0.0,0.0,100.0,,1.0,100.0,0.0036
2023-07-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.01,,79.0,,,,,,79.0,0.0,0.01,0.0,0.0,44391.0,6081567.0,6.09,0.0,,0.0,,0.0
2023-07-12,4.0,554.0,0.0,0.01,0.0,0.0,0.0,277.0,2.0,2.0,277.0,,,,,2.0,,,,,,,0.0,2.0,,0.0,,100.0,0.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.0001
2023-07-13,4.0,554.0,0.0,0.01,0.0,0.0,0.0,277.0,2.0,2.0,277.0,,,,,,,,,,,,,,,0.0,,100.0,0.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.0001
2023-07-14,4.0,554.0,0.0,0.01,0.0,0.0,0.0,277.0,2.0,2.0,277.0,,,,,,,,,,,,,,,0.0,,100.0,0.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.0001
2023-07-17,4.0,556.0,0.0,0.01,0.0,0.0,0.0,278.0,2.0,2.0,278.0,,,,,,,,,,,,,,,0.0,,100.0,0.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.0001
2023-07-18,4.0,560.0,0.0,0.01,0.0,0.0,0.0,280.0,2.0,2.0,280.0,,,,,,,,,,,,,,,0.0,,100.0,0.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.0001
2023-07-19,4.0,590.0,0.0,0.01,0.0,0.0,0.0,295.0,2.0,2.0,295.0,,,,,,,,,,,,,,,0.0,,100.0,0.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.0001
2023-07-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,,2.0,,,,,,2.0,0.0,0.0,0.0,0.0,44291.0,6333613.0,6.35,0.0,,0.0,,0.0
2023-07-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,44291.0,6377904.0,6.37,0.0,,0.0,,0.0
2023-07-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,44291.0,6422195.0,6.42,0.0,,0.0,,0.0
2023-07-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,42891.0,6262086.0,6.26,0.0,,0.0,,0.0
2023-07-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,42891.0,6326422.5,6.32,0.0,,0.0,,0.0
2023-07-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,42891.0,6433650.0,6.43,0.0,,0.0,,0.0
2023-07-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,42945.0,6441750.0,6.44,0.0,,0.0,,0.0
2023-07-31,13.0,1976.0,0.0,0.03,0.0,0.0,0.0,1976.0,13.0,13.0,1976.0,,,,,13.0,,,,,,,0.0,13.0,,0.0,,100.0,0.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.0003
2023-08-01,13.0,1989.0,0.0,0.02,0.0,0.0,0.0,1989.0,13.0,13.0,1989.0,,,,,,,,,,,,,,,0.0,,100.0,0.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.0003
2023-08-02,15.0,2242.5,0.0,0.03,0.0,0.0,0.0,2093.0,14.0,14.0,2093.0,,,0.0,,,,1.0,,,0.0,,,1.0,,0.0,,100.0,0.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.0003
2023-08-03,14.0,2177.0,0.0,0.03,0.0,0.0,0.0,2177.0,14.0,14.0,2177.0,,,,,,,,,,,,,,,0.0,,100.0,0.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.0003
2023-08-04,14.0,2212.0,0.0,0.03,0.0,0.0,0.0,2212.0,14.0,14.0,2212.0,,,,,,,,,,,,,,,0.0,,100.0,0.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.0003
2023-08-07,15.0,2355.0,0.0,0.03,0.0,0.0,0.0,2198.0,14.0,14.0,2198.0,,,,,,,,,,,,,,,0.0,,100.0,0.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.0003
2023-08-08,71.0,11537.5,0.01,0.15,0.0,0.01,0.0,6825.0,42.0,42.0,6825.0,,28.0,0.0,,,,28.0,,,0.0,28.0,,,,0.01,,100.0,0.1,0.0,0.0,0.0,100.0,,1.0,100.0,0.0016
2023-08-09,42.0,6846.0,0.01,0.1,0.0,0.01,0.0,6846.0,42.0,42.0,6846.0,,,,,,,,,,,,,,,0.01,,100.0,0.1,0.0,0.0,0.0,100.0,,1.0,100.0,0.001
2023-08-10,42.0,6825.0,0.01,0.1,0.0,0.01,0.0,6825.0,42.0,42.0,6825.0,,,,,,,,,,,,,,,0.01,,100.0,0.1,0.0,0.0,0.0,100.0,,1.0,100.0,0.001
2023-08-11,71.0,11360.0,0.01,0.17,0.0,0.01,0.0,6720.0,42.0,42.0,6720.0,,,,,,,,,,,,,,,0.01,,100.0,0.1,0.0,0.0,0.0,100.0,,1.0,100.0,0.0016
2023-08-14,71.0,11076.0,0.01,0.18,0.0,0.01,0.0,6552.0,42.0,42.0,6552.0,,,,,,,,,,,,,,,0.01,,100.0,0.1,0.0,0.0,0.0,100.0,,1.0,100.0,0.0016
2023-08-15,42.0,6195.0,0.01,0.11,0.0,0.01,0.0,6195.0,42.0,42.0,6195.0,,,,,,,,,,,,,,,0.01,,100.0,0.1,0.0,0.0,0.0,100.0,,1.0,100.0,0.001
2023-08-16,69.0,10660.5,0.01,0.18,0.0,0.01,0.0,6334.5,41.0,41.0,6334.5,,,,,,0.0,,1.0,,,,,,1.0,0.01,0.0,100.0,0.09,0.0,0.0,0.0,100.0,,1.0,100.0,0.0016
2023-08-17,69.0,10626.0,0.01,0.18,0.0,0.01,0.0,6314.0,41.0,41.0,6314.0,,,,,,,,,,,,,,,0.01,,100.0,0.09,0.0,0.0,0.0,100.0,,1.0,100.0,0.0016
2023-08-18,73.0,11278.5,0.01,0.2,0.0,0.01,0.0,6643.5,43.0,43.0,6643.5,,2.0,0.0,,,,2.0,,,0.0,2.0,,,,0.01,,100.0,0.1,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2023-08-21,43.0,6665.0,0.01,0.12,0.0,0.01,0.0,6665.0,43.0,43.0,6665.0,,,,,,,,,,,,,,,0.01,,100.0,0.1,0.0,0.0,0.0,100.0,,1.0,100.0,0.001
2023-08-22,73.0,11315.0,0.01,0.21,0.0,0.01,0.0,6665.0,43.0,43.0,6665.0,,,,,,,,,,,,,,,0.01,,100.0,0.1,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2023-08-23,43.0,6665.0,0.01,0.12,0.0,0.01,0.0,6665.0,43.0,43.0,6665.0,,,,,,,,,,,,,,,0.01,,100.0,0.1,0.0,0.0,0.0,100.0,,1.0,100.0,0.001
2023-08-24,73.0,11278.5,0.01,0.21,0.0,0.01,0.0,6643.5,43.0,43.0,6643.5,,,,,,,,,,,,,,,0.01,,100.0,0.1,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2023-08-25,73.0,11242.0,0.01,0.22,0.0,0.01,0.0,6622.0,43.0,43.0,6622.0,,,,,,,,,,,,,,,0.01,,100.0,0.1,0.0,0.0,0.0,100.0,,1.0,100.0,0.0017
2023-08-28,41.0,6334.5,0.0,0.12,0.0,0.01,0.0,6334.5,41.0,41.0,6334.5,,,,,,0.0,,2.0,,,,,,2.0,0.01,0.0,100.0,0.09,0.0,0.0,0.0,100.0,,1.0,100.0,0.0009
2023-08-29,41.0,6355.0,0.0,0.12,0.0,0.01,0.0,6355.0,41.0,41.0,6355.0,,,,,,,,,,,,,,,0.01,,100.0,0.09,0.0,0.0,0.0,100.0,,1.0,100.0,0.0009
2023-08-30,41.0,6293.5,0.0,0.12,0.0,0.01,0.0,6293.5,41.0,41.0,6293.5,,,,,,,,,,,,,,,0.01,,100.0,0.09,0.0,0.0,0.0,100.0,,1.0,100.0,0.0009
2023-08-31,69.0,10522.5,0.01,0.31,0.0,0.01,0.0,6252.5,41.0,41.0,6252.5,,,,,,,,,,,,,,,0.01,,100.0,0.09,0.0,0.0,0.0,100.0,,1.0,100.0,0.0016
2023-09-01,69.0,10212.0,0.01,0.34,0.0,0.01,0.0,6068.0,41.0,41.0,6068.0,,,,,,,,,,,,,,,0.01,,100.0,0.09,0.0,0.0,0.0,100.0,,1.0,100.0,0.0016
2023-09-04,69.0,10315.5,0.01,0.34,0.0,0.01,0.0,6129.5,41.0,41.0,6129.5,,,,,,,,,,,,,,,0.01,,100.0,0.09,0.0,0.0,0.0,100.0,,1.0,100.0,0.0016
2023-09-05,56.0,8400.0,0.01,0.28,0.0,0.01,0.0,4200.0,28.0,28.0,4200.0,,,,,,0.0,,13.0,,,,,,13.0,0.0,0.0,100.0,0.06,0.0,0.0,0.0,100.0,,1.0,100.0,0.0013
2023-09-06,56.0,8428.0,0.01,0.28,0.0,0.01,0.0,4214.0,28.0,28.0,4214.0,,,,,,,,,,,,,,,0.0,,100.0,0.06,0.0,0.0,0.0,100.0,,1.0,100.0,0.0013
2023-09-07,56.0,8540.0,0.01,0.23,0.0,0.01,0.0,4270.0,28.0,28.0,4270.0,,,,,,,,,,,,,,,0.0,,100.0,0.06,0.0,0.0,0.0,100.0,,1.0,100.0,0.0012
2023-09-08,56.0,8484.0,0.01,0.26,0.0,0.01,0.0,4242.0,28.0,28.0,4242.0,,,,,,,,,,,,,,,0.0,,100.0,0.06,0.0,0.0,0.0,100.0,,1.0,100.0,0.0012
2023-09-11,56.0,8344.0,0.01,0.25,0.0,0.01,0.0,4172.0,28.0,28.0,4172.0,,,,,,,,,,,,,,,0.0,,100.0,0.06,0.0,0.0,0.0,100.0,,1.0,100.0,0.0012
2023-09-12,56.0,8344.0,0.01,0.21,0.0,0.01,0.0,4172.0,28.0,28.0,4172.0,,,,,,,,,,,,,,,0.0,,100.0,0.06,0.0,0.0,0.0,100.0,,1.0,100.0,0.0012
2023-09-13,56.0,8512.0,0.01,0.2,0.0,0.01,0.0,4256.0,28.0,28.0,4256.0,,,,,,,,,,,,,,,0.0,,100.0,0.06,0.0,0.0,0.0,100.0,,1.0,100.0,0.0012
2023-09-14,56.0,8792.0,0.01,0.18,0.0,0.01,0.0,4396.0,28.0,28.0,4396.0,,,,,,,,,,,,,,,0.0,,100.0,0.06,0.0,0.0,0.0,100.0,,1.0,100.0,0.0012
2023-09-15,56.0,8988.0,0.01,0.17,0.0,0.01,0.0,4494.0,28.0,28.0,4494.0,,,,,,,,,,,,,,,0.0,,100.0,0.06,0.0,0.0,0.0,100.0,,1.0,100.0,0.0012
2023-09-18,56.0,8988.0,0.01,0.16,0.0,0.01,0.0,4494.0,28.0,28.0,4494.0,,,,,,,,,,,,,,,0.0,,100.0,0.06,0.0,0.0,0.0,100.0,,1.0,100.0,0.0012
2023-09-19,56.0,8932.0,0.01,0.11,0.0,0.01,0.0,4466.0,28.0,28.0,4466.0,,,,,,,,,,,,,,,0.0,,100.0,0.06,0.0,0.0,0.0,100.0,,1.0,100.0,0.0012
2023-09-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,,28.0,,,,,,28.0,0.0,0.0,0.0,0.0,44896.0,7138464.0,6.96,0.0,,0.0,,0.0
2023-09-21,22.0,3476.0,0.0,0.04,0.0,0.0,0.0,1738.0,11.0,11.0,1738.0,,,,,11.0,,,,,,,0.0,11.0,,0.0,,100.0,0.02,0.0,0.0,0.0,100.0,,1.0,100.0,0.0005
2023-09-22,22.0,3421.0,0.0,0.04,0.0,0.0,0.0,1710.5,11.0,11.0,1710.5,,,,,,,,,,,,,,,0.0,,100.0,0.02,0.0,0.0,0.0,100.0,,1.0,100.0,0.0005
2023-09-25,26.0,3848.0,0.0,0.05,0.0,0.0,0.0,1924.0,13.0,13.0,1924.0,,2.0,0.0,,,,2.0,,,0.0,2.0,,,,0.0,,100.0,0.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.0006
2023-09-26,26.0,3861.0,0.0,0.04,0.0,0.0,0.0,1930.5,13.0,13.0,1930.5,,,,,,,,,,,,,,,0.0,,100.0,0.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.0006
2023-09-27,26.0,3809.0,0.0,0.04,0.0,0.0,0.0,1904.5,13.0,13.0,1904.5,,,,,,,,,,,,,,,0.0,,100.0,0.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.0006
2023-09-28,26.0,3783.0,0.0,0.04,0.0,0.0,0.0,1891.5,13.0,13.0,1891.5,,,,,,,,,,,,,,,0.0,,100.0,0.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.0006
2023-09-29,4.0,604.0,0.0,0.01,0.0,0.0,0.0,302.0,2.0,2.0,302.0,,,,,,0.0,,11.0,,,,,,11.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,,1.0,100.0,0.0001
2023-10-02,14.0,2114.0,0.0,0.02,0.0,0.0,0.0,1057.0,7.0,7.0,1057.0,,5.0,0.0,,,,5.0,,,0.0,5.0,,,,0.0,,100.0,0.02,0.0,0.0,0.0,100.0,,1.0,100.0,0.0003
2023-10-03,32.0,4816.0,0.0,0.05,0.0,0.0,0.0,2408.0,16.0,16.0,2408.0,,9.0,0.0,,,,9.0,,,0.0,9.0,,,,0.0,,100.0,0.04,0.0,0.0,0.0,100.0,,1.0,100.0,0.0007
2023-10-04,28.0,4144.0,0.0,0.04,0.0,0.0,0.0,2072.0,14.0,14.0,2072.0,,,,,,0.0,,2.0,,,,,,2.0,0.0,0.0,100.0,0.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.0006
2023-10-05,28.0,4116.0,0.0,0.04,0.0,0.0,0.0,2058.0,14.0,14.0,2058.0,,,,,,,,,,,,,,,0.0,,100.0,0.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.0006
2023-10-06,28.0,4116.0,0.0,0.04,0.0,0.0,0.0,2058.0,14.0,14.0,2058.0,,,,,,,,,,,,,,,0.0,,100.0,0.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.0006
2023-10-09,28.0,4074.0,0.0,0.04,0.0,0.0,0.0,2037.0,14.0,14.0,2037.0,,,,,,,,,,,,,,,0.0,,100.0,0.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.0006
2023-10-10,18.0,2502.0,0.0,0.03,0.0,0.0,0.0,1251.0,9.0,9.0,1251.0,,,,,,0.0,,5.0,,,,,,5.0,0.0,0.0,100.0,0.02,0.0,0.0,0.0,100.0,,1.0,100.0,0.0004
2023-10-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,,9.0,,,,,,9.0,0.0,0.0,0.0,0.0,44896.0,6195648.0,6.86,0.0,,0.0,,0.0
2023-10-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,44968.0,6273036.0,6.87,0.0,,0.0,,0.0
2023-10-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,44968.0,6025712.0,6.86,0.0,,0.0,,0.0
2023-10-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,44968.0,5958260.0,6.86,0.0,,0.0,,0.0
