,CJ1 FP Equity_DX_SI_QTY,CJ1 FP Equity_DX_SHORT_INTEREST_VALUE,CJ1 FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CJ1 FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CJ1 FP Equity_DX_SI_MV,CJ1 FP Equity_DX_DSS,CJ1 FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CJ1 FP Equity_DX_SUPPLY_SI_QTY,CJ1 FP Equity_DX_BROKER_SI_QTY,CJ1 FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CJ1 FP Equity_DX_BROKER_SI_MV_NEW_x,CJ1 FP Equity_DX_SUPPLY_SI_QTY_INC_x,CJ1 FP Equity_DX_BROKER_SI_MV_INC_x,CJ1 FP Equity_DX_BROKER_SI_QTY_ADD,CJ1 FP Equity_DX_BROKER_SI_QTY_NEW,CJ1 FP Equity_DX_SUPPLY_SI_MV_DEC,CJ1 FP Equity_DX_BROKER_SI_QTY_INC,CJ1 FP Equity_DX_SUPPLY_SI_QTY_DEC,CJ1 FP Equity_DX_BROKER_SI_MV_NEW_y,CJ1 FP Equity_DX_BROKER_SI_MV_INC_y,CJ1 FP Equity_DX_SUPPLY_SI_QTY_INC_y,CJ1 FP Equity_DX_BROKER_SI_MV_ADD,CJ1 FP Equity_DX_SUPPLY_SI_QTY_ADD,CJ1 FP Equity_DX_BROKER_SI_QTY_DEC,CJ1 FP Equity_DX_SUPPLY_SI_MV,CJ1 FP Equity_DX_BROKER_SI_MV_DEC,CJ1 FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CJ1 FP Equity_DX_UTILIZATION_QUANTITY,CJ1 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CJ1 FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CJ1 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CJ1 FP Equity_DX_ACTIVE_UTILIZATION_MV,CJ1 FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CJ1 FP Equity_DX_BROKER_SI_CON_RATIO,CJ1 FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CJ1 FP Equity_DX_DEMAND_SUPPLY_RATIO
2017-02-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,71396.0,0.07,0.0,,0.0,,0.0
2017-02-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,71432.0,0.07,0.0,,0.0,,0.0
2017-02-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,71612.0,0.07,0.0,,0.0,,0.0
2017-02-10,6000.0,1084200.0,0.17,0.28,1.09,,1084200.0,0.0,6000.0,0.0,,,,6000.0,,,,,,,,1.09,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,15.0
2017-02-13,6000.0,1092060.0,0.17,0.28,1.09,,1092060.0,0.0,6000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.82,0.5,50.18,15.0
2017-02-14,6000.0,1084980.0,0.17,0.27,1.09,,1084980.0,0.0,6000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.84,0.5,50.16,15.0
2017-02-15,7000.0,1265180.0,0.17,0.31,1.27,,1265180.0,0.0,7000.0,0.0,,,0.18,,,,1000.0,,,0.18,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,42.87,0.5102,57.13,17.5
2017-02-16,7000.0,1253350.0,0.17,0.31,1.26,,1253350.0,0.0,7000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,43.09,0.5096,56.91,17.5
2017-02-17,7000.0,1260070.0,0.17,0.31,1.26,,1260070.0,0.0,7000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,42.86,0.5102,57.14,17.5
2017-02-20,7000.0,1267000.0,0.17,0.31,1.26,,1267000.0,0.0,7000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,42.72,0.5106,57.28,17.5
2017-02-21,7000.0,1282890.0,0.17,0.31,1.28,,1282890.0,0.0,7000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,42.55,0.5111,57.45,17.5
2017-02-22,7000.0,1283590.0,0.17,0.31,1.29,,1283590.0,0.0,7000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,42.84,0.5102,57.16,17.5
2017-02-23,7000.0,1278480.0,0.18,0.31,1.28,,1278480.0,0.0,7000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,42.95,0.5099,57.05,17.5
2017-02-24,7000.0,1274490.0,0.18,0.31,1.27,,1274490.0,0.0,7000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,42.86,0.5102,57.14,17.5
2017-02-27,7000.0,1266440.0,0.18,0.31,1.27,,1266440.0,0.0,7000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,43.01,0.5098,56.99,17.5
2017-02-28,7000.0,1268820.0,0.18,0.31,1.26,,1268820.0,0.0,7000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,42.81,0.5103,57.19,17.5
2017-03-01,7000.0,1287300.0,0.17,0.31,1.28,,1287300.0,0.0,7000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,42.5,0.5112,57.5,17.5
2017-03-02,7000.0,1278830.0,0.17,0.31,1.28,,1278830.0,0.0,7000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,43.02,0.5097,56.98,17.5
2017-03-03,7000.0,1271410.0,0.17,0.31,1.28,,1271410.0,0.0,7000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,42.86,0.5102,57.14,17.5
2017-03-06,7000.0,1266510.0,0.17,0.31,1.27,,1266510.0,0.0,7000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,42.86,0.5102,57.14,17.5
2017-03-07,7000.0,1269170.0,0.18,0.31,1.27,,1269170.0,0.0,7000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,42.81,0.5104,57.19,17.5
2017-03-08,7000.0,1267070.0,0.18,0.31,1.27,,1267070.0,0.0,7000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,42.9,0.5101,57.1,17.5
2017-03-09,7000.0,1261400.0,0.18,0.31,1.26,,1261400.0,0.0,7000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,42.97,0.5099,57.03,17.5
2017-03-10,7000.0,1260000.0,0.18,0.31,1.26,,1260000.0,0.0,7000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,42.86,0.5102,57.14,17.5
2017-03-13,7000.0,1268470.0,0.18,0.31,1.26,,1268470.0,0.0,7000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,42.69,0.5107,57.31,17.5
2017-03-14,7000.0,1262450.0,0.2,0.31,1.26,,1262450.0,0.0,7000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,42.97,0.5099,57.03,17.5
2017-03-15,7000.0,1268890.0,0.22,0.31,1.28,,1268890.0,0.0,7000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,42.73,0.5106,57.27,17.5
2017-03-16,7000.0,1265670.0,0.26,0.31,1.27,,1265670.0,0.0,7000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,42.92,0.51,57.08,17.5
2017-03-17,7000.0,1263990.0,0.31,0.3,1.26,,1263990.0,0.0,7000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,42.86,0.5102,57.14,17.5
2017-03-20,7000.0,1265880.0,0.32,0.3,1.27,,1265880.0,0.0,7000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,42.82,0.5103,57.18,17.5
2017-03-21,7000.0,1249010.0,0.32,0.3,1.26,,1249010.0,0.0,7000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,43.19,0.5093,56.81,17.5
2017-03-22,7000.0,1248240.0,0.36,0.3,1.25,,1248240.0,0.0,7000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,42.87,0.5102,57.13,17.5
2017-03-23,7000.0,1255310.0,0.43,0.31,1.25,,1255310.0,0.0,7000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,42.72,0.5106,57.28,17.5
2017-03-24,7000.0,1261120.0,0.54,0.31,1.26,,1261120.0,0.0,7000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,42.86,0.5102,57.14,17.5
2017-03-27,7000.0,1246350.0,0.54,0.31,1.25,,1246350.0,0.0,7000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,43.15,0.5094,56.85,17.5
2017-03-28,7000.0,1261190.0,0.55,0.31,1.25,,1261190.0,0.0,7000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,42.57,0.511,57.43,17.5
2017-03-29,7000.0,1272320.0,0.98,0.32,1.27,,1272320.0,0.0,7000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,42.64,0.5108,57.36,17.5
2017-03-30,7000.0,1271130.0,0.99,0.32,1.27,,1271130.0,0.0,7000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,42.88,0.5101,57.12,17.5
2017-03-31,7000.0,1260070.0,0.88,0.32,1.26,,1260070.0,0.0,7000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,43.07,0.5096,56.93,17.5
2017-04-03,7000.0,1267280.0,0.87,0.32,1.27,,1267280.0,0.0,7000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,42.72,0.5106,57.28,17.5
2017-04-04,7000.0,1267630.0,0.87,0.32,1.27,,1267630.0,0.0,7000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,42.85,0.5102,57.15,17.5
2017-04-05,27200.0,4913136.0,3.4,1.24,4.93,,4913136.0,0.0,27200.0,0.0,,,1.83,10100.0,,,10100.0,,,1.83,,1.83,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,37.15,0.3916,48.18,68.0
2017-04-06,27200.0,4869616.0,3.14,1.24,4.9,,4869616.0,0.0,27200.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,37.18,0.3921,48.22,68.0
2017-04-07,27200.0,4901712.0,3.14,1.24,4.89,,4901712.0,0.0,27200.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,36.98,0.3916,48.28,68.0
2017-04-10,23200.0,4169968.0,2.68,1.06,4.18,,4169968.0,0.0,23200.0,0.0,,,,,,,,,,,,,,4000.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,43.53,0.5084,56.47,58.0
2017-04-11,20200.0,3634384.0,2.33,0.92,3.63,,3634384.0,0.0,20200.0,0.0,,,,,,,,,,,,,,3000.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,50.5
2017-04-12,20200.0,3627718.0,2.96,0.92,3.66,,3627718.0,0.0,20200.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,50.5
2017-04-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,20200.0,0.0,3.65,0.0,0.0,400.0,71400.0,0.07,0.0,,0.0,,0.0
2017-04-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,71400.0,0.07,0.0,,0.0,,0.0
2017-04-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,71400.0,0.07,0.0,,0.0,,0.0
2017-04-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,71168.0,0.07,0.0,,0.0,,0.0
2017-04-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,71352.0,0.07,0.0,,0.0,,0.0
2017-04-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,71252.0,0.07,0.0,,0.0,,0.0
2017-04-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,72036.0,0.07,0.0,,0.0,,0.0
2017-04-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,71376.0,0.07,0.0,,0.0,,0.0
2017-04-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,71220.0,0.07,0.0,,0.0,,0.0
2017-04-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,71768.0,0.07,0.0,,0.0,,0.0
2017-04-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,71800.0,0.07,0.0,,0.0,,0.0
2017-04-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,71264.0,0.07,0.0,,0.0,,0.0
2017-05-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,71264.0,0.07,0.0,,0.0,,0.0
2017-05-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,71692.0,0.07,0.0,,0.0,,0.0
2017-05-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,71524.0,0.07,0.0,,0.0,,0.0
2017-05-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,71560.0,0.07,0.0,,0.0,,0.0
2017-05-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,71636.0,0.07,0.0,,0.0,,0.0
2017-05-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,72420.0,0.07,0.0,,0.0,,0.0
2017-05-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,72440.0,0.07,0.0,,0.0,,0.0
2017-05-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,72204.0,0.07,0.0,,0.0,,0.0
2017-05-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,72020.0,0.07,0.0,,0.0,,0.0
2017-05-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,71808.0,0.07,0.0,,0.0,,0.0
2017-05-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,71684.0,0.07,0.0,,0.0,,0.0
2017-05-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,71016.0,0.07,0.0,,0.0,,0.0
2017-05-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,70412.0,0.07,0.0,,0.0,,0.0
2017-05-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,70812.0,0.07,0.0,,0.0,,0.0
2017-05-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,70880.0,0.07,0.0,,0.0,,0.0
2017-05-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,70664.0,0.07,0.0,,0.0,,0.0
2017-05-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,70752.0,0.07,0.0,,0.0,,0.0
2017-05-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,70864.0,0.07,0.0,,0.0,,0.0
2017-05-25,13200.0,2340228.0,0.51,0.8,2.34,,2340228.0,0.0,13200.0,0.0,,,,13200.0,,,,,,,,2.34,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.96,0.5,50.04,33.0
2017-05-26,13200.0,2346168.0,0.51,0.8,2.35,,2346168.0,0.0,13200.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,49.94,0.5,50.06,33.0
2017-05-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,13200.0,0.0,2.35,0.0,0.0,400.0,71068.0,0.07,0.0,,0.0,,0.0
2017-05-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,71392.0,0.07,0.0,,0.0,,0.0
2017-05-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,70980.0,0.07,0.0,,0.0,,0.0
2017-06-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,71656.0,0.07,0.0,,0.0,,0.0
2017-06-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,72688.0,0.07,0.0,,0.0,,0.0
2017-06-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,72752.0,0.07,0.0,,0.0,,0.0
2017-06-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,72728.0,0.07,0.0,,0.0,,0.0
2017-06-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,72856.0,0.07,0.0,,0.0,,0.0
2017-06-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,72736.0,0.07,0.0,,0.0,,0.0
2017-06-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,72648.0,0.07,0.0,,0.0,,0.0
2017-06-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,72560.0,0.07,0.0,,0.0,,0.0
2017-06-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,72768.0,0.07,0.0,,0.0,,0.0
2017-06-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,72396.0,0.07,0.0,,0.0,,0.0
2017-06-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,72328.0,0.07,0.0,,0.0,,0.0
2017-06-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,72360.0,0.07,0.0,,0.0,,0.0
2017-06-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,72920.0,0.07,0.0,,0.0,,0.0
2017-06-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,73200.0,0.07,0.0,,0.0,,0.0
2017-06-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,72952.0,0.07,0.0,,0.0,,0.0
2017-06-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,73044.0,0.07,0.0,,0.0,,0.0
2017-06-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,72704.0,0.07,0.0,,0.0,,0.0
2017-06-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,72676.0,0.07,0.0,,0.0,,0.0
2017-06-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,71712.0,0.07,0.0,,0.0,,0.0
2017-06-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,71540.0,0.07,0.0,,0.0,,0.0
2017-06-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,70764.0,0.07,0.0,,0.0,,0.0
2017-06-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,70652.0,0.07,0.0,,0.0,,0.0
2017-07-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,70964.0,0.07,0.0,,0.0,,0.0
2017-07-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,70644.0,0.07,0.0,,0.0,,0.0
2017-07-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,70832.0,0.07,0.0,,0.0,,0.0
2017-07-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,70012.0,0.07,0.0,,0.0,,0.0
2017-07-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,69988.0,0.07,0.0,,0.0,,0.0
2017-07-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,70048.0,0.07,0.0,,0.0,,0.0
2017-07-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,69984.0,0.07,0.0,,0.0,,0.0
2017-07-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,70732.0,0.07,0.0,,0.0,,0.0
2017-07-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,70684.0,0.07,0.0,,0.0,,0.0
2017-07-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,70432.0,0.07,0.0,,0.0,,0.0
2017-07-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,70492.0,0.07,0.0,,0.0,,0.0
2017-07-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,70068.0,0.07,0.0,,0.0,,0.0
2017-07-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,70744.0,0.07,0.0,,0.0,,0.0
2017-07-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,70264.0,0.07,0.0,,0.0,,0.0
2017-07-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,70132.0,0.07,0.0,,0.0,,0.0
2017-07-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,400.0,70024.0,0.07,0.0,,0.0,,0.0
2017-09-27,1000.0,177970.0,0.24,0.06,0.18,,177970.0,0.0,1000.0,0.0,,,,1000.0,,,,,,,,0.18,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2017-09-28,1000.0,177740.0,0.23,0.06,0.18,,177740.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2017-09-29,1000.0,177370.0,0.24,0.06,0.18,,177370.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2017-10-02,1000.0,178510.0,0.14,0.06,0.18,,178510.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
